hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Human Listener,ARI (LAS),nh960,ARI-(LAS)-nh960,https://sofacoustics.org/data/database/ari (las)/dtf las_nh960.sofa,,,no,3.1.0,1.0.0,nh960,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,465
Human Listener,ARI (LAS),nh961,ARI-(LAS)-nh961,https://sofacoustics.org/data/database/ari (las)/dtf las_nh961.sofa,,,no,3.1.0,1.0.0,nh961,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,466
Human Listener,ARI (LAS),nh962,ARI-(LAS)-nh962,https://sofacoustics.org/data/database/ari (las)/dtf las_nh962.sofa,,,no,3.1.0,1.0.0,nh962,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,467
Human Listener,ARI (LAS),nh963,ARI-(LAS)-nh963,https://sofacoustics.org/data/database/ari (las)/dtf las_nh963.sofa,,,no,3.1.0,1.0.0,nh963,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,468
Human Listener,ARI (LAS),nh964,ARI-(LAS)-nh964,https://sofacoustics.org/data/database/ari (las)/dtf las_nh964.sofa,,,no,3.1.0,1.0.0,nh964,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,469
Human Listener,ARI (LAS),nh965,ARI-(LAS)-nh965,https://sofacoustics.org/data/database/ari (las)/dtf las_nh965.sofa,,,no,3.1.0,1.0.0,nh965,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,470
Human Listener,ARI (LAS),nh966,ARI-(LAS)-nh966,https://sofacoustics.org/data/database/ari (las)/dtf las_nh966.sofa,,,no,3.1.0,1.0.0,nh966,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,471
Human Listener,ARI (LAS),nh967,ARI-(LAS)-nh967,https://sofacoustics.org/data/database/ari (las)/dtf las_nh967.sofa,,,no,3.1.0,1.0.0,nh967,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,472
Human Listener,ARI (LAS),nh968,ARI-(LAS)-nh968,https://sofacoustics.org/data/database/ari (las)/dtf las_nh968.sofa,,,no,3.1.0,1.0.0,nh968,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,473
Human Listener,ARI (LAS),nh969,ARI-(LAS)-nh969,https://sofacoustics.org/data/database/ari (las)/dtf las_nh969.sofa,,,no,3.1.0,1.0.0,nh969,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,474
Human Listener,ARI (LAS),nh970,ARI-(LAS)-nh970,https://sofacoustics.org/data/database/ari (las)/dtf las_nh970.sofa,,,no,3.1.0,1.0.0,nh970,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,475
Human Listener,ARI (LAS),nh971,ARI-(LAS)-nh971,https://sofacoustics.org/data/database/ari (las)/dtf las_nh971.sofa,,,no,3.1.0,1.0.0,nh971,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,476
Human Listener,ARI (LAS),nh972,ARI-(LAS)-nh972,https://sofacoustics.org/data/database/ari (las)/dtf las_nh972.sofa,,,no,3.1.0,1.0.0,nh972,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,477
Human Listener,ARI (LAS),nh975,ARI-(LAS)-nh975,https://sofacoustics.org/data/database/ari (las)/dtf las_nh975.sofa,,,no,3.1.0,1.0.0,nh975,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,478
Human Listener,ARI (LAS),nh979,ARI-(LAS)-nh979,https://sofacoustics.org/data/database/ari (las)/dtf las_nh979.sofa,,,no,3.1.0,1.0.0,nh979,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,479
Human Listener,ARI (LAS),nh981,ARI-(LAS)-nh981,https://sofacoustics.org/data/database/ari (las)/dtf las_nh981.sofa,,,no,3.1.0,1.0.0,nh981,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,480
Human Listener,ARI (LAS),nh983,ARI-(LAS)-nh983,https://sofacoustics.org/data/database/ari (las)/dtf las_nh983.sofa,,,no,3.1.0,1.0.0,nh983,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,481
Human Listener,ARI (LAS),nh984,ARI-(LAS)-nh984,https://sofacoustics.org/data/database/ari (las)/dtf las_nh984.sofa,,,no,3.1.0,1.0.0,nh984,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,482
Human Listener,ARI (LAS),nh985,ARI-(LAS)-nh985,https://sofacoustics.org/data/database/ari (las)/dtf las_nh985.sofa,,,no,3.1.0,1.0.0,nh985,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,483
Human Listener,ARI (LAS),nh986,ARI-(LAS)-nh986,https://sofacoustics.org/data/database/ari (las)/dtf las_nh986.sofa,,,no,3.1.0,1.0.0,nh986,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,484
Human Listener,ARI (LAS),nh987,ARI-(LAS)-nh987,https://sofacoustics.org/data/database/ari (las)/dtf las_nh987.sofa,,,no,3.1.0,1.0.0,nh987,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,485
Human Listener,ARI (LAS),nh988,ARI-(LAS)-nh988,https://sofacoustics.org/data/database/ari (las)/dtf las_nh988.sofa,,,no,3.1.0,1.0.0,nh988,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,486
Human Listener,ARI (LAS),nh990,ARI-(LAS)-nh990,https://sofacoustics.org/data/database/ari (las)/dtf las_nh990.sofa,,,no,3.1.0,1.0.0,nh990,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,487
Human Listener,ARI (LAS),nh991,ARI-(LAS)-nh991,https://sofacoustics.org/data/database/ari (las)/dtf las_nh991.sofa,,,no,3.1.0,1.0.0,nh991,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,488
Human Listener,ARI (LAS),nh992,ARI-(LAS)-nh992,https://sofacoustics.org/data/database/ari (las)/dtf las_nh992.sofa,,,no,3.1.0,1.0.0,nh992,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,489
Human Listener,ARI (LAS),nh993,ARI-(LAS)-nh993,https://sofacoustics.org/data/database/ari (las)/dtf las_nh993.sofa,,,no,3.1.0,1.0.0,nh993,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,490
Human Listener,ARI (LAS),nh995,ARI-(LAS)-nh995,https://sofacoustics.org/data/database/ari (las)/dtf las_nh995.sofa,,,no,3.1.0,1.0.0,nh995,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,491
Human Listener,ARI (LAS),nh997,ARI-(LAS)-nh997,https://sofacoustics.org/data/database/ari (las)/dtf las_nh997.sofa,,,no,3.1.0,1.0.0,nh997,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,492
Human Listener,ARI (LAS),nh998,ARI-(LAS)-nh998,https://sofacoustics.org/data/database/ari (las)/dtf las_nh998.sofa,,,no,3.1.0,1.0.0,nh998,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,493
Human Listener,ARI (LAS),nh999,ARI-(LAS)-nh999,https://sofacoustics.org/data/database/ari (las)/dtf las_nh999.sofa,,,no,3.1.0,1.0.0,nh999,"Majdak, Piotr & Masiero, Bruno & Fels, Janina. (2013). Sound localization in individualized and non-individualized crosstalk cancellation systems. The Journal of the Acoustical Society of America. 133. 2055-68. 10.1121/1.4792355. ","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,494
